Species,Genus,Genome_id
Neisseria sp. HMSC066B07,Neisseria,1739476.3
Neisseria sp. HMSC066F04,Neisseria,1715148.3
Neisseria sp. HMSC066H01,Neisseria,1715031.3
Neisseria sp. HMSC067G11,Neisseria,1739384.3
Neisseria sp. HMSC067G12,Neisseria,1739375.3
Neisseria sp. HMSC067H04,Neisseria,1739338.3
Neisseria sp. HMSC067H09,Neisseria,1739458.3
Neisseria sp. HMSC068C04,Neisseria,1715179.3
Neisseria sp. HMSC068C12,Neisseria,1739456.3
Neisseria sp. HMSC069H12,Neisseria,1739376.3
Neisseria sp. HMSC06F02,Neisseria,1581124.3
Neisseria sp. HMSC070A01,Neisseria,1715190.3
Neisseria sp. HMSC070E12,Neisseria,1739527.3
Neisseria sp. HMSC070F02,Neisseria,1739463.3
Neisseria sp. HMSC070H10,Neisseria,1715085.3
Neisseria sp. HMSC071A01,Neisseria,1739332.3
Neisseria sp. HMSC071B12,Neisseria,1739546.3
Neisseria sp. HMSC071C03,Neisseria,1739257.3
Neisseria sp. HMSC072B12,Neisseria,1715080.3
Neisseria sp. HMSC072C05,Neisseria,1715112.3
Neisseria sp. HMSC072F04,Neisseria,1739348.3
Neisseria sp. HMSC073B07,Neisseria,1739362.3
Neisseria sp. HMSC073G10,Neisseria,1739369.3
Neisseria sp. HMSC074B07,Neisseria,1715205.3
Neisseria sp. HMSC075C10,Neisseria,1739539.3
Neisseria sp. HMSC075C12,Neisseria,1739282.3
Neisseria sp. HMSC077D05,Neisseria,1715079.3
Neisseria sp. HMSC078C12,Neisseria,1715075.3
Neisseria sp. HMSC078H04,Neisseria,1715040.3
Neisseria sp. HMSC15C08,Neisseria,1581104.4
Neisseria sp. HMSC15G01,Neisseria,1581107.4
Neisseria sp. HMSC31F04,Neisseria,1581075.6
Neisseria sp. HMSC70E02,Neisseria,1608896.13
Neisseria sp. KEM232,Neisseria,655307.4
Neisseria sp. N177_16,Neisseria,2056175.3
Neisseria sp. N95_16,Neisseria,2024408.3
Neisseria sp. oral taxon 014,Neisseria,641149.3
Neisseria sp. oral taxon 020,Neisseria,1127694.3
Neisseria subflava,Neisseria,546268.4
Neisseria wadsworthii,Neisseria,1030841.3
Neisseria weaveri,Neisseria,28091.6
Neisseria zoodegmatis,Neisseria,326523.5
Nesterenkonia jeotgali,Nesterenkonia,317018.4
Nocardia africana,Nocardia,134964.3
Nocardia aobensis,Nocardia,1206720.4
Nocardia araoensis,Nocardia,1206722.4
Nocardia arizonensis,Nocardia,1141647.3
Nocardia asiatica,Nocardia,1206721.4
Nocardia asteroides,Nocardia,1110697.7
Nocardia brasiliensis,Nocardia,37326.9
Nocardia cerradoensis,Nocardia,85688.4
Nocardia concava,Nocardia,1206741.4
Nocardia cyriacigeorgica,Nocardia,1206728.4
Nocardia donostiensis,Nocardia,1538463.5
Nocardia exalbida,Nocardia,1206729.4
Nocardia farcinica,Nocardia,247156.19
Nocardia higoensis,Nocardia,1206730.4
Nocardia niigatensis,Nocardia,1206733.4
Nocardia nova,Nocardia,37330.21
Nocardia paucivorans,Nocardia,1206734.4
Nocardia pseudobrasiliensis,Nocardia,45979.3
Nocardia sp. FDAARGOS_372,Nocardia,2018066.3
Nocardia sp. MDA0666,Nocardia,2135448.4
Nocardia terpenica,Nocardia,455432.3
Nocardia transvalensis,Nocardia,1206744.4
Nocardia veterana,Nocardia,1206743.4
Nocardia vulneris,Nocardia,1141657.3
Nocardiopsis dassonvillei,Nocardiopsis,2014.4
Nocardiopsis synnemataformans,Nocardiopsis,1245476.3
Nosocomiicoccus ampullae,Nosocomiicoccus,489910.4
Nosocomiicoccus massiliensis,Nosocomiicoccus,1232430.5
Nosocomiicoccus sp. HMSC059G07,Nosocomiicoccus,1739531.3
Nosocomiicoccus sp. HMSC067E10,Nosocomiicoccus,1739271.3
Nosocomiicoccus sp. HMSC09A07,Nosocomiicoccus,1581145.4
Noviherbaspirillum massiliense,Noviherbaspirillum,1095769.4
Numidum massiliense,Numidum,1522315.4
Oceanobacillus caeni,Oceanobacillus,405946.3
Oceanobacillus massiliensis,Oceanobacillus,946235.3
Ochrobactrum anthropi,Ochrobactrum,529.90
Ochrobactrum haematophilum,Ochrobactrum,419474.10
Ochrobactrum intermedium,Ochrobactrum,1337887.3
Ochrobactrum oryzae,Ochrobactrum,335286.3
Ochrobactrum pseudogrignonense,Ochrobactrum,419475.19
Ochrobactrum tritici,Ochrobactrum,94626.7
Odoribacter laneus CAG,Odoribacter,1263089.3
Odoribacter sp. 43_10,Odoribacter,1897010.3
Odoribacter sp. AF15-53,Odoribacter,2292236.3
Odoribacter sp. AF21-41,Odoribacter,2293111.3
Odoribacter sp. AM16-33,Odoribacter,2292048.3
Odoribacter sp. CAG,Odoribacter,1262909.3
Odoribacter sp. N15.MGS-14,Odoribacter,1637502.3
Odoribacter sp. N54.MGS-14,Odoribacter,1637510.3
Odoribacter sp. OF09-27XD,Odoribacter,2293112.3
Odoribacter sp. UNK.MGS-12,Odoribacter,1638778.3
Odoribacter splanchnicus,Odoribacter,28118.35
Odoribacter splanchnicus CAG,Odoribacter,1263090.3
Oligella sp. HMSC05A10,Oligella,1581112.4
Oligella sp. HMSC09E12,Oligella,1581147.4
Oligella ureolytica,Oligella,1122619.3
Oligella urethralis,Oligella,1401065.3
Olsenella sp. AF15-43LB,Olsenella,2292237.3
Olsenella sp. AF16-14LB,Olsenella,2292238.3
Olsenella sp. AF21-51,Olsenella,2292239.3
Olsenella sp. AM04-33,Olsenella,2292049.3
Olsenella sp. AM05-17,Olsenella,2292050.3
Olsenella sp. AM05-7,Olsenella,2292051.3
Olsenella sp. AM30-3LB,Olsenella,2292359.3
Olsenella sp. AM39-30AC,Olsenella,2292360.3
Olsenella sp. DNF00959,Olsenella,1476999.3
Olsenella sp. GAM18,Olsenella,2109685.3
Olsenella sp. HMSC062G07,Olsenella,1739330.3
Olsenella sp. KCTC 15699,Olsenella,2292441.3
Olsenella sp. Marseille-P2300,Olsenella,1805478.3
Olsenella sp. TM06-36,Olsenella,2292361.3
Olsenella sp. oral taxon 807,Olsenella,712411.3
Olsenella sp. oral taxon 809,Olsenella,661087.3
Oribacterium parvum,Oribacterium,796945.3
Oribacterium sinus,Oribacterium,585501.3
Oribacterium sp. oral taxon 078,Oribacterium,608534.3
Oribacterium sp. oral taxon 108,Oribacterium,904296.3
Orientia chuto,Orientia,1359168.3
Orientia tsutsugamushi,Orientia,357244.4
Ornithinibacillus contaminans,Ornithinibacillus,694055.4
Ornithobacterium sp. OH-22767,Ornithobacterium,2127028.3
Ornithobacterium sp. OH-22803,Ornithobacterium,2127030.3
Oscillibacter sp.,Oscillibacter,1945593.3
Oscillibacter sp. 57_20,Oscillibacter,1897011.3
Oscillibacter sp. CAG,Oscillibacter,1262910.3
Oscillibacter sp. ER4,Oscillibacter,1519439.3
Oscillibacter sp. KLE 1728,Oscillibacter,1226322.3
Oscillibacter sp. KLE 1745,Oscillibacter,1226323.3
Oscillibacter sp. PEA192,Oscillibacter,2109687.3
Oscillospiraceae bacterium,,2485925.5
Oscillospiraceae bacterium VE202-24,,1232459.3
Ottowia sp. oral taxon 894,Ottowia,1658672.29
Oxalobacter formigenes,Oxalobacter,556268.6
Paenalcaligenes hominis,Paenalcaligenes,643674.5
Paenibacillus faecis,Paenibacillus,862114.3
Paenibacillus glucanolyticus,Paenibacillus,59843.9
Paenibacillus massiliensis,Paenibacillus,1122921.3
Paenibacillus mucilaginosus,Paenibacillus,1116391.3
Paenibacillus odorifer,Paenibacillus,189426.45
Paenibacillus polymyxa,Paenibacillus,1406.160
Paenibacillus sanguinis,Paenibacillus,1122925.3
Paenibacillus senegalensis,Paenibacillus,1033743.3
Paenibacillus sp. HGF5,Paenibacillus,908341.3
Paenibacillus sp. HGF7,Paenibacillus,944559.3
Paenibacillus sp. KCOM 3021,Paenibacillus,2490856.3
Paenibacillus sp. MS2379,Paenibacillus,2315729.3
Paenibacillus sp. VT-16-81,Paenibacillus,1962644.4
Paenibacillus sp. VT-400,Paenibacillus,1495853.3
Paenibacillus sp. oral taxon 786,Paenibacillus,621372.3
Paenibacillus thiaminolyticus,Paenibacillus,49283.17
Paeniclostridium sordellii,Paeniclostridium,1505.32
Pandoraea apista,Pandoraea,93218.8
Pandoraea pnomenusa,Pandoraea,93220.26
Pandoraea pulmonicola,Pandoraea,93221.4
Pandoraea sputorum,Pandoraea,93222.6
Pannonibacter phragmitetus,Pannonibacter,121719.10
Pantoea agglomerans,Pantoea,1332072.3
Pantoea brenneri,Pantoea,472694.3
Pantoea conspicua,Pantoea,472705.4
Pantoea eucrina,Pantoea,472693.6
Pantoea septica,Pantoea,472695.7
Pantoea sp. FDAARGOS_194,Pantoea,1975707.3
Pantoea sp. NGS-ED-1003,Pantoea,1526743.3
Pantoea sp. PSNIH3,Pantoea,1758190.3
Pantoea sp. PSNIH4,Pantoea,1758191.3
Pantoea sp. PSNIH5,Pantoea,1758192.3
Pantoea sp. PSNIH6,Pantoea,2080494.3
Pantoea sp. YU22,Pantoea,2497684.3
Pantoea vagans,Pantoea,470934.10
Parabacteroides acidifaciens,Parabacteroides,2290935.3
Parabacteroides distasonis,Parabacteroides,999416.3
Parabacteroides goldsteinii,Parabacteroides,999418.3
Parabacteroides gordonii,Parabacteroides,574930.3
Parabacteroides johnsonii,Parabacteroides,999419.3
Parabacteroides johnsonii CAG,Parabacteroides,1263091.3
Parabacteroides merdae,Parabacteroides,411477.4
Parabacteroides merdae CAG,Parabacteroides,1263094.3
Parabacteroides sp. 20_3,Parabacteroides,469591.4
Parabacteroides sp. 2_1_7,Parabacteroides,457388.5
Parabacteroides sp. AF14-59,Parabacteroides,2292240.3
Parabacteroides sp. AF17-28,Parabacteroides,2292241.3
Parabacteroides sp. AF17-3,Parabacteroides,2293113.3
Parabacteroides sp. AF18-52,Parabacteroides,2292242.3
Parabacteroides sp. AF19-14,Parabacteroides,2293114.3
Parabacteroides sp. AF21-43,Parabacteroides,2293115.3
Parabacteroides sp. AF27-14,Parabacteroides,2293116.3
Parabacteroides sp. AF39-10AC,Parabacteroides,2293117.3
Parabacteroides sp. AF48-14,Parabacteroides,2292052.3
Parabacteroides sp. AM08-6,Parabacteroides,2292053.3
Parabacteroides sp. AM17-47,Parabacteroides,2293118.3
Parabacteroides sp. AM18-12LB,Parabacteroides,2293119.3
Parabacteroides sp. AM25-14,Parabacteroides,2293120.3
Parabacteroides sp. AM27-42,Parabacteroides,2293121.3
Parabacteroides sp. AM44-16,Parabacteroides,2293122.3
Parabacteroides sp. AM58-2XD,Parabacteroides,2292362.3
Parabacteroides sp. AT13,Parabacteroides,2025877.3
Parabacteroides sp. CAG,Parabacteroides,1262912.3
Parabacteroides sp. CT06,Parabacteroides,2025876.3
Parabacteroides sp. D13,Parabacteroides,563193.3
Parabacteroides sp. D26,Parabacteroides,658662.3
Parabacteroides sp. Marseille-P3668,Parabacteroides,1944636.3
Parabacteroides sp. OF01-14,Parabacteroides,2293123.3
Parabacteroides sp. OF04-13BH,Parabacteroides,2293124.3
Parabacteroides sp. TM07-1AC,Parabacteroides,2292363.3
Parabacteroides sp. merdae-related_45_40,Parabacteroides,1897013.3
Paraclostridium bifermentans,Paraclostridium,1490.12
Paracoccus denitrificans,Paracoccus,266.34
Paracoccus sanguinis,Paracoccus,1525716.3
Paracoccus yeei,Paracoccus,147645.118
Paraeggerthella hongkongensis,Paraeggerthella,230658.4
Paraprevotella clara,Paraprevotella,762968.3
Paraprevotella clara CAG,Paraprevotella,1263095.48
Paraprevotella xylaniphila,Paraprevotella,762982.3
Parascardovia denticolens,Parascardovia,864564.3
Parasutterella excrementihominis,Parasutterella,762966.3
Parasutterella excrementihominis CAG,Parasutterella,1263099.21
Parolsenella catena,Parolsenella,2003188.3
Parvimonas micra,Parvimonas,1408286.3
Parvimonas sp. KA00067,Parvimonas,1588755.3
Parvimonas sp. oral taxon 110,Parvimonas,767100.3
Parvimonas sp. oral taxon 393,Parvimonas,944565.4
Pasteurella canis,Pasteurella,753.6
Pasteurella dagmatis,Pasteurella,667128.3
Pasteurella multocida,Pasteurella,747.738
Pasteurella oralis,Pasteurella,1071947.3
Pediococcus acidilactici,Pediococcus,563194.3
Pediococcus pentosaceus,Pediococcus,1460385.3
Pelistega indica,Pelistega,1414851.3
Pelistega sp. MC2,Pelistega,1720297.3
Peptoclostridium sp. AF21-18,Peptoclostridium,2292243.3
Peptoniphilus coxii,Peptoniphilus,755172.3
Peptoniphilus duerdenii,Peptoniphilus,862517.3
Peptoniphilus grossensis,Peptoniphilus,1118057.3
Peptoniphilus harei,Peptoniphilus,908338.3
Peptoniphilus ivorii,Peptoniphilus,54006.4
Peptoniphilus lacrimalis,Peptoniphilus,596330.3
Peptoniphilus lacydonensis,Peptoniphilus,1673725.3
Peptoniphilus obesi,Peptoniphilus,1118062.3
Peptoniphilus raoultii,Peptoniphilus,1776387.3
Peptoniphilus senegalensis,Peptoniphilus,1033744.3
Peptoniphilus sp. ChDC B134,Peptoniphilus,1354300.3
Peptoniphilus sp. DNF00840,Peptoniphilus,1477000.3
Peptoniphilus sp. HMSC062D09,Peptoniphilus,1739305.3
Peptoniphilus sp. HMSC075B08,Peptoniphilus,1739525.3
Peptoniphilus sp. oral taxon 386,Peptoniphilus,575609.3
Peptoniphilus sp. oral taxon 836,Peptoniphilus,768724.4
Peptoniphilus timonensis,Peptoniphilus,1095770.3
Peptoniphilus vaginalis,Peptoniphilus,1756987.3
Peptostreptococcaceae bacterium AS15,,936556.5
Peptostreptococcaceae bacterium ZHW00191,,2518162.3
Peptostreptococcaceae bacterium oral taxon 113,,1321784.3
Peptostreptococcaceae bacterium oral taxon 929,,2081703.3
Peptostreptococcus anaerobius,Peptostreptococcus,596329.3
Peptostreptococcus anaerobius CAG,Peptostreptococcus,1263100.3
Peptostreptococcus sp. MV1,Peptostreptococcus,1219626.3
Peptostreptococcus stomatis,Peptostreptococcus,596315.3
Phascolarctobacterium faecium,Phascolarctobacterium,33025.444
Phascolarctobacterium sp.,Phascolarctobacterium,2049039.3
Phascolarctobacterium sp. CAG,Phascolarctobacterium,1262914.3
Phascolarctobacterium succinatutens,Phascolarctobacterium,1263101.3
Phocea massiliensis,Phocea,1841867.3
Phoenicibacter congonensis,Phoenicibacter,1944646.3
Photobacterium damselae,Photobacterium,38293.35
Photobacterium damselae subsp. damselae,Photobacterium,85581.84
Photorhabdus asymbiotica,Photorhabdus,291112.3
Pigmentiphaga sp. NML030171,Pigmentiphaga,2008676.3
Pigmentiphaga sp. NML080357,Pigmentiphaga,2008675.3
Planomicrobium glaciei,Planomicrobium,1273538.8
Plesiomonas shigelloides,Plesiomonas,1315976.3
Pluralibacter gergoviae,Pluralibacter,61647.29
Polaromonas sp. JS666,Polaromonas,296591.27
Porphyromonadaceae bacterium KA00676,,1588749.22
Porphyromonas asaccharolytica,Porphyromonas,910312.3
Porphyromonas cangingivalis,Porphyromonas,36874.15
Porphyromonas catoniae,Porphyromonas,1127696.3
Porphyromonas endodontalis,Porphyromonas,553175.3
Porphyromonas gingivalis,Porphyromonas,1403335.5
Porphyromonas somerae,Porphyromonas,1122975.3
Porphyromonas sp.,Porphyromonas,1924944.3
Porphyromonas sp. 31_2,Porphyromonas,658663.3
Porphyromonas sp. CAG,Porphyromonas,1262916.3
Porphyromonas sp. HMSC065F10,Porphyromonas,1739394.3
Porphyromonas sp. HMSC077F02,Porphyromonas,1739529.3
Porphyromonas sp. KLE 1280,Porphyromonas,997829.3
Porphyromonas sp. oral taxon 278,Porphyromonas,1227272.3
Porphyromonas uenonis,Porphyromonas,596327.3
Prevotella amnii,Prevotella,679191.3
Prevotella bergensis,Prevotella,585502.3
Prevotella bivia,Prevotella,1287476.3
Prevotella buccae,Prevotella,873513.3
Prevotella buccalis,Prevotella,679190.3
Prevotella copri,Prevotella,537011.5
Prevotella copri CAG,Prevotella,1263102.3
Prevotella corporis,Prevotella,28128.5
Prevotella dentalis,Prevotella,908937.9
Prevotella denticola,Prevotella,944557.3
Prevotella disiens,Prevotella,1401075.3
Prevotella enoeca,Prevotella,76123.5
Prevotella intermedia,Prevotella,1122984.13
Prevotella jejuni,Prevotella,1177574.5
Prevotella maculosa,Prevotella,1122986.3
Prevotella marshii,Prevotella,862515.4
Prevotella melaninogenica,Prevotella,553174.6
Prevotella micans,Prevotella,1122987.3
Prevotella multiformis,Prevotella,888743.3
Prevotella multisaccharivorax,Prevotella,688246.3
Prevotella nanceiensis,Prevotella,1122988.3
Prevotella nigrescens,Prevotella,997352.4
Prevotella oralis,Prevotella,873533.3
Prevotella oris,Prevotella,563008.3
Prevotella pallens,Prevotella,997353.4
Prevotella saccharolytica,Prevotella,1127699.3
Prevotella salivae,Prevotella,888832.3
Prevotella scopos,Prevotella,1236518.6
Prevotella sp.,Prevotella,59823.628
Prevotella sp. 109,Prevotella,1676614.3
Prevotella sp. A2672,Prevotella,2508867.3
Prevotella sp. AG,Prevotella,1897014.3
Prevotella sp. AM23-5,Prevotella,2292054.3
Prevotella sp. AM34-19LB,Prevotella,2292364.3
Prevotella sp. AM42-24,Prevotella,2293125.3
Prevotella sp. BCRC 81118,Prevotella,2518605.3
Prevotella sp. C561,Prevotella,563031.3
Prevotella sp. CAG,Prevotella,1262917.3
Prevotella sp. DNF00663,Prevotella,1384078.3
Prevotella sp. F0091,Prevotella,1227276.3
Prevotella sp. HJM029,Prevotella,1433844.3
Prevotella sp. HMSC069G02,Prevotella,1739496.3
Prevotella sp. HMSC073D09,Prevotella,1739459.3
Prevotella sp. HMSC077E08,Prevotella,1739520.3
Prevotella sp. HMSC077E09,Prevotella,1739487.3
Prevotella sp. KCOM 3155,Prevotella,2490854.3
Prevotella sp. LMAG,Prevotella,1969564.3
Prevotella sp. S7 MS 2,Prevotella,1287488.3
Prevotella sp. S7-1-8,Prevotella,1284775.3
Prevotella sp. TF12-30,Prevotella,2292365.3
Prevotella sp. oral taxon 299,Prevotella,575614.15
Prevotella sp. oral taxon 313,Prevotella,652722.3
Prevotella sp. oral taxon 317,Prevotella,575615.3
Prevotella sp. oral taxon 376,Prevotella,712466.3
Prevotella sp. oral taxon 472,Prevotella,619693.3
Prevotella sp. oral taxon 473,Alloprevotella,1035197.3
Prevotella sp. oral taxon 820,Prevotella,2081962.3
Prevotella stercorea,Prevotella,1002367.3
Prevotella stercorea CAG,Prevotella,1263103.3
Prevotella timonensis,Prevotella,679189.3
Prevotella veroralis,Prevotella,649761.3
Prevotellaceae bacterium,,2049047.3
Prevotellamassilia timonensis,Prevotellamassilia,1852370.3
Propionibacteriaceae bacterium NML 020265,,2016499.3
Propionibacteriaceae bacterium NML 030167,,2016500.3
Propionibacteriaceae bacterium NML 061049,,2016501.3
Propionibacteriaceae bacterium NML 090529,,2016502.3
Propionibacteriaceae bacterium NML 130396,,2016507.3
Propionibacteriaceae bacterium NML 140250,,2016503.3
Propionibacteriaceae bacterium NML 150081,,2016505.3
Propionibacteriaceae bacterium NML 150272,,2016504.3
Propionibacterium acidifaciens,Propionibacterium,553198.3
Propionibacterium freudenreichii,Propionibacterium,1744.58
Propionibacterium sp.,Propionibacterium,1977903.5
Propionibacterium sp. 409-HC1,Propionibacterium,936047.3
Propionibacterium sp. 434-HC2,Propionibacterium,936048.3
Propionibacterium sp. CC003-HC2,Propionibacterium,1005703.3
Propionibacterium sp. DORA_15,Propionibacterium,1403938.3
Propionibacterium sp. HMSC062D02,Propionibacterium,1739499.3
Propionibacterium sp. HMSC062D05,Propionibacterium,1739515.3
Propionibacterium sp. HMSC065F07,Propionibacterium,1739345.3
Propionibacterium sp. HMSC067A01,Propionibacterium,1739486.3
Propionibacterium sp. HMSC067A02,Propionibacterium,1739399.3
Propionibacterium sp. HMSC068C01,Propionibacterium,1739272.3
Propionibacterium sp. HMSC069G10,Propionibacterium,1739316.3
Propionibacterium sp. HMSC075A12,Propionibacterium,1739429.3
Propionibacterium sp. HMSC078F01,Propionibacterium,1739277.3
Propionibacterium sp. HMSC078F10,Propionibacterium,1739386.3
Propionibacterium sp. KPL2009,Propionibacterium,1203635.12
Propionibacterium sp. oral taxon 193,Propionibacterium,671223.3
Proteobacteria bacterium CAG,,1262986.4
Proteus genomosp. 4,Proteus,1311819.3
Proteus genomosp. 5,Proteus,1311789.3
Proteus genomosp. 6,Proteus,1311821.3
Proteus hauseri,Proteus,1354271.4
Proteus mirabilis,Proteus,525369.4
Proteus penneri,Proteus,471881.3
Proteus sp. CA142267,Proteus,2050965.4
Proteus sp. HMSC10D02,Proteus,1581079.5
Proteus sp. HMSC14B05,Proteus,1581097.4
Proteus sp. TJ1636,Proteus,2050967.3
Proteus sp. TJ1640,Proteus,2050968.3
Proteus vulgaris,Proteus,585.59
Provencibacterium massiliense,Provencibacterium,1841868.3
Providencia alcalifaciens,Providencia,520999.6
Providencia heimbachae,Providencia,333962.3
Providencia rettgeri,Providencia,587.17
Providencia rustigianii,Providencia,500637.6
Providencia sp. MGF014,Providencia,2565573.3
Providencia sp. WCHPHu000369,Providencia,2027290.3
Providencia stuartii,Providencia,471874.6
Pseudescherichia vulneris,Pseudescherichia,566.7
Pseudocitrobacter sp. 73,Pseudocitrobacter,2605731.3
Pseudoflavonifractor capillosus,Pseudoflavonifractor,411467.62
Pseudoflavonifractor sp. AF19-9AC,Pseudoflavonifractor,2292244.3
Pseudoflavonifractor sp. BIOML-A1,Pseudoflavonifractor,2584663.3
Pseudoflavonifractor sp. BIOML-A11,Pseudoflavonifractor,2584673.3
Pseudoflavonifractor sp. BIOML-A13,Pseudoflavonifractor,2584675.3
Pseudoflavonifractor sp. BIOML-A14,Pseudoflavonifractor,2584676.3
Pseudoflavonifractor sp. BIOML-A15,Pseudoflavonifractor,2584677.3
Pseudoflavonifractor sp. BIOML-A16,Pseudoflavonifractor,2584678.3
Pseudoflavonifractor sp. BIOML-A17,Pseudoflavonifractor,2584679.3
Pseudoflavonifractor sp. BIOML-A18,Pseudoflavonifractor,2584680.3
Pseudoflavonifractor sp. BIOML-A19,Pseudoflavonifractor,2584681.3
Pseudoflavonifractor sp. BIOML-A3,Pseudoflavonifractor,2584665.3
Pseudoflavonifractor sp. BIOML-A4,Pseudoflavonifractor,2584666.3
Pseudoflavonifractor sp. BIOML-A5,Pseudoflavonifractor,2584667.3
Pseudoflavonifractor sp. BIOML-A6,Pseudoflavonifractor,2584668.3
Pseudoflavonifractor sp. BIOML-A7,Pseudoflavonifractor,2584669.3
Pseudoflavonifractor sp. BIOML-A8,Pseudoflavonifractor,2584670.3
Pseudoflavonifractor sp. BIOML-A9,Pseudoflavonifractor,2584671.3
Pseudoflavonifractor sp. BSD2780061688st1 E11,Pseudoflavonifractor,2559706.3
Pseudoglutamicibacter albus,Pseudoglutamicibacter,1401063.13
Pseudoglutamicibacter cumminsii,Pseudoglutamicibacter,156979.5
Pseudomonas aeruginosa,Pseudomonas,287.2549
Pseudomonas asiatica,Pseudomonas,2219225.6
Pseudomonas denitrificans (nomen rejiciendum),Pseudomonas,43306.7
Pseudomonas fluorescens,Pseudomonas,294.80
Pseudomonas fulva,Pseudomonas,47880.10
